Avá-Canoeiro, 3
Awa (China), 8
Awa (Papua New Guinea), 55
Awa-Cuaiquer, 35
Awabakal, 8
Awad Bing, 16
Awadhi, 10
Awak, 2
Awar, 5
Awara, 10
Awbono, 2
Aweer, 10
Awera, 4
Awetí, 168
Awing, 14
Awiyaana, 21
Awjilah, 3
Awngi, 21
Awngthim, 2
Awtuw, 11
Awu, 3
Awun, 3
Awutu, 116
Awyi, 11
Axamb, 159
Axi Yi, 4
Ayabadhu, 4
Ayacucho Quechua, 65
Ayautla Mazatec, 44
Ayere, 18
Ayerrerenge, 5
Ayi (Papua New Guinea), 3
Ayiwo, 186
Ayizi, 2
Ayizo Gbe, 5
Aymara, 17
Ayoquesco Zapotec, 3
Ayoreo, 121
Ayu, 3
Ayutla Mixtec, 30
Azerbaijani, 14
Azha, 3
Azhe, 3
Azoyú Me'phaa, 5
Baan, 2
Baangi, 4
Baatonum, 12
Baba, 21
Baba Malay, 183
Babalia Creole Arabic, 3
Babango, 3
Babanki, 10
Babatana, 32
Babine, 10
Babuza, 2
Bacama, 4
Bacanese Malay, 3
Bactrian, 2
Bada (Indonesia), 4
Bada (Nigeria), 6
Badaga, 13
Bade, 6
Badeshi, 3
Badimaya, 5
Badjiri, 3
Badui, 3
Badyara, 4
Baeggu, 2
Baelelea, 4
Baetora, 2
Bafanji, 8
Bafaw-Balong, 4
Bafia, 42
Bafut, 42
Baga Binari, 3
Baga Kaloum, 3
Baga Koga, 4
Baga Manduri, 3
Baga Mboteni, 2
Baga Sitemu, 6
Baga Sobané, 2
Bagheli, 3
Bagirmi, 19
Bagirmi Fulfulde, 4
Bago-Kusuntu, 6
Bagri, 6
Bagupi, 4
Bagusa, 3
Bagvalal, 8
Baha Buyang, 4
Baham, 6
Bahamas Creole English, 4
Baharna Arabic, 4
Bahau, 2
Bahinemo, 416
Bahing, 22
Bahnar, 57
Bahonsuai, 2
Bai, 7
Baibai, 5
Baikeno, 9
Baima, 22
Baimak, 5
Bainouk-Gunyaamolo, 25
Bainouk-Gunyuño, 3
Bainouk-Samik, 2
Baiso, 9
Baissa Fali, 2
Bajan, 3
Bajelani, 3
Baka (Cameroon), 13
Baka (Sudan), 24
Bakairí, 19
Bakaka, 7
Bakhtiari, 5
Baki, 18
Bakoko, 9
Bakole, 4
Bakpinka, 2
Bakumpai, 3
Bakwé, 34
Balaesang, 2
Balangao, 49
Balangingi, 20
Balanta-Ganja, 7
Balanta-Kentohe, 8
Balantak, 20
Balau, 2
Baldemu, 3
Bali (Democratic Republic of Congo), 3
Bali (Nigeria), 6
Balinese, 238
Balinese Malay, 5
Balkan Gagauz Turkish, 3
Balkan Romani, 44
Balo, 3
Baloi, 2
Balti, 11
Baltic Romani, 7
Baluan-Pam, 16
Baluchi, 7
Bamako Sign Language, 2
Bamali, 6
Bambalang, 8
Bambam, 19
Bambara, 39
Bambassi, 10
Bambili-Bambui, 9
Bamenyam, 5
Bamu, 17
Bamukumbit, 8
Bamun, 9
Bamunka, 5
Bamwe, 3
Ban Khor Sign Language, 3
Bana, 14
Banao Itneg, 3
Banaro, 8
Banda (Indonesia), 7
Banda Malay, 4
Banda-Bambari, 11
Banda-Banda, 3
Banda-Mbrès, 4
Banda-Ndélé, 8
Banda-Yangere, 3
Bandi, 9
Bandial, 28
Bandjalang, 31
Bangala, 4
Bangandu, 4
Bangba, 6
Banggai, 9
Banggarla, 6
Bangi, 8
Bangime, 280
Bangka, 12
Bangolan, 11
Bangubangu, 6
Bangwinji, 2
Baniva, 3
Baniwa, 9
Banjar, 22
Bankagooma, 2
Bankal, 3
Bankan Tey Dogon, 2
Bankon, 6
Bannoni, 22
Bantawa, 79
Bantayanon, 2
Bantik, 9
Bantoanon, 11
Bantu languages, 1
Baoulé, 14
Bara Malagasy, 4
Baraamu, 159
Barababaraba, 2
Barai, 66
Barakai, 3
Baram Kayan, 6
Barama, 2
Barambu, 6
Baramu, 3
Barapasi, 4
Baras, 5
Barasana-Eduria, 88
Barbacoas, 3
Barbaram, 5
Barbareño, 17
Barclayville Grebo, 10
Bardi, 8
Barein, 212
Bargam, 23
Bari, 45
Bariai, 58
Bariji, 5
Barikanchi, 3
Barikewa, 2
Barok, 9
Barombi, 4
Barro Negro Tunebo, 2
Barrow Point, 3
Baruga, 14
Baruya, 58
Barwe, 3
Barzani Jewish Neo-Aramaic, 3
Baré, 12
Barí, 6
Basa (Cameroon), 32
Basa (Nigeria), 3
Basa-Gumna, 2
Basa-Gurmana, 3
Basap, 2
Basay, 3
Bashkardi, 18
Bashkir, 19
Basketo, 116
Basque, 164
Bassa, 6
Bassa-Kontagora, 2
Bassari, 14
Bassossi, 3
Bata, 16
Batad Ifugao, 35
Batak, 13
Batak Alas-Kluet, 5
Batak Angkola, 2
Batak Dairi, 3
Batak Karo, 33
Batak Mandailing, 4
Batak Simalungun, 7
Batak Toba, 21
Batanga, 6
Batek, 13
Bateri, 4
Bathari, 3429
Bati (Cameroon), 4
Bati (Indonesia), 3
Bats, 117
Batu, 2
Batui, 2
Batuley, 4
Batyala, 2
Bau, 13
Bau Bidayuh, 11
Bauchi, 4
Baure, 247
Bauria, 3
Bauwaki, 9
Bauzi, 36
Bavarian, 10
Bawm Chin, 10
Bay Miwok, 2
Bayali, 5
Baybayanon, 2
Baygo, 3
Bayono, 3
Bayot, 18
Bayungu, 6
Bazigar, 2
Beami, 15
Beaver, 1061
Beba, 4
Bebele, 3
Bebeli, 377
Bebil, 3
Bedjond, 7
Bedoanas, 3
Beeke, 5
Beele, 3
Beembe, 10
Beezen, 42
Befang, 3
Beja, 224
Bekati', 2
Bekwarra, 24
Bekwel, 9
Belait, 5
Belanda Bor, 10
Belanda Viri, 13
Belarusian, 24
Belhariya, 11
Beli (Papua New Guinea), 7
Beli (Sudan), 19
Belize Kriol English, 34
Bella Coola, 21
Bellari, 3
Bemba (Democratic Republic of Congo), 7
Bemba (Zambia), 13
Bembe, 4
Ben Tey Dogon, 2
Bena (Nigeria), 5
Bena (Tanzania), 10
Benabena, 38
Bench, 67
Bende, 2
Bendi, 3
Beng, 12
Benga, 16
Bengali, 63
Benggoi, 2
Bengkala Sign Language, 5
Bentong, 2
Benyadu', 6
Beothuk, 6
Bepour, 4
Bera, 8
Berakou, 3
Berau Malay, 3
Berbice Creole Dutch, 8
Berik, 39
Berinomo, 4
Berom, 14
Berta, 47
Berti, 3
Besisi, 117
Besme, 3
Besoa, 15
Betaf, 2
Betawi, 8
Bete, 6
Bete-Bendi, 9
Beti (Côte d'Ivoire), 3
Betta Kurumba, 8
Bezhta, 12
Bhadrawahi, 3
Bhalay, 2
Bharia, 3
Bhatola, 1
Bhatri, 3
Bhattiyali, 2
Bhaya, 3
Bhele, 6
Bhilali, 3
Bhili, 9
Bhojpuri, 27
Bhoti Kinnauri, 3
Bhujel, 7
Bhunjia, 2
Biafada, 5
Biage, 2
Biak, 23
Biali, 24
Bian Marind, 5
Biangai, 36
Biao, 6
Biao Mon, 3
Biao-Jiao Mien, 4
Biatah Bidayuh, 15
Bibbulman, 3
Bidhawal, 2
Bidiyo, 35
Bidyara, 25
Bidyogo, 6
Biem, 5
Bierebo, 96
Bieria, 9
Biete, 3
Big Nambas, 150
Biga, 4
Bigambal, 3
Bihari, 2
Bijori, 5
Bikaru, 6
Bikol, 10
Bikya, 3
Bila, 11
Bilakura, 11
Bilaspuri, 3
Bilba, 9
Bilbil, 5
Bile, 4
Bilin, 15
Bilma Kanuri, 3
Biloxi, 7
Bilua, 42
Bilur, 4
Bima, 21
Bimin, 24
Bimoba, 32
Bina (Nigeria), 3
Bina (Papua New Guinea), 3
Binahari, 7
Binandere, 25
Bindal, 1
Bine, 148
Bini, 18
Binji, 3
Binongan Itneg, 6
Bintauna, 3
Bintulu, 10
Binukid, 38
Binumarien, 33
Bipi, 5
Birale, 7
Birao, 3
Birgit, 4
Birhor, 2
Biri, 9
Biritai, 4
Birked, 5
Birri, 6
Birrpayi, 2
Birwa, 3
Biseni, 3
Bishnupriya, 5
Bishuo, 2
Bisis, 4
Bislama, 1182
Bisorio, 6
Bissa, 36
Bisu, 39
Bit, 2
Bitare, 2
Bitur, 113
Biwat, 21
Biyo, 3
Biyom, 4
Blablanga, 842
Blafe, 59
Blagar, 17
Blang, 31
Bo (Laos), 2
Bo (Papua New Guinea), 4
Bo-Rukul, 3
Bo-Ung, 4
Boano (Maluku), 3
Boano (Sulawesi), 2
Bobongko, 3
Bobot, 2
Bodo (Central African Republic), 2
Bodo (India), 32
Bodo Gadaba, 57
Bodo Parja, 3
Bofi, 2
Boga, 3
Bogaya, 5
Boghom, 2
Boguru, 2
Bohtan Neo-Aramaic, 3
Boikin, 34
Bokha, 2
Boko (Benin), 7
Boko (Democratic Republic of Congo), 2
Bokobaru, 8
Bokoto, 3
Bokyi, 4
Bola, 11
Bolango, 2
Bole, 10
Bolgarian, 2
Bolgo, 3
Bolia, 6
Bolinao, 19
Bolivian Sign Language, 4
Bolo, 3
Boloki, 2
Bolon, 4
Bolondo, 2
Bolongan, 3
Bolyu, 5
Bom, 212
Boma, 3
Bomboli, 3
Bomboma, 3
Bomitaba, 12
Bomu, 3
Bomwali, 3
Bon Gula, 7
Bonan, 15
Bondei, 3
Bondo, 7
Bondoukou Kulango, 3
Bondum Dom Dogon, 4
Bonerate, 4
Bonerif, 4
Bonggi, 41
Bonggo, 6
Bongili, 4
Bongo, 20
Bongu, 86
Bonjo, 4
Bonkeng, 3
Bonkiman, 5
Bontok, 15
Bookan, 6
Boon, 3
Boor, 3
Bora, 860
Borana-Arsi-Guji Oromo, 21
Border Kuna, 17
Borei, 5
Borgu Fulfulde, 6
Borna (Democratic Republic of Congo), 2
Boro (Ethiopia), 52
Boro (Ghana), 1
Borong, 25
Boruca, 4
Borôro, 15
Boselewa, 3
Bosngun, 7
Bosnian, 25
Bote-Majhi, 3
Botlikh, 3
Botolan Sambal, 26
Bouna Kulango, 4
Bouyei, 30
Bozaba, 3
Bragat, 4
Brahui, 33
Braj, 3
Brazilian Sign Language, 4
Brem, 27
Breri, 7
Breton, 915
Bribri, 25
Brithenig, 1
British Sign Language, 36
Brokkat, 6
Brokpake, 4
Brokskat, 14
Brooke's Point Palawano, 12
Broome Pearling Lugger Pidgin, 3
Brunei, 5
Brunei Bisaya, 5
Bu, 3
Bu-Nao Bunu, 3
Bua, 4
Bualkhaw Chin, 4
Buamu, 48
Bube, 4
Bubi, 3
Bubia, 4
Budeh Stieng, 7
Budibud, 4
Budong-Budong, 6
Budu, 14
Budukh, 10
Buduma, 76
Budza, 5
Bugan, 5
Bugawac, 13
Bughotu, 32
Buginese, 24
Buglere, 23
Bugun, 3
Buhi'non Bikol, 5
Buhid, 7
Buhutu, 12
Bukar-Sadung Bidayuh, 15
Bukat, 2
Bukharic, 4
Bukit Malay, 3
Bukitan, 3
Bukiyip, 34
Buksa, 2
Bukusu, 7
Bukwen, 3
Bulgarian, 74
Bulgarian Sign Language, 4
Bulgebi, 2
Buli (Ghana), 20
Buli (Indonesia), 8
Bullom So, 3
Bulo Stieng, 23
Bulu (Cameroon), 18
Bulu (Papua New Guinea), 4
Bum, 6
Bumaji, 2
Bumang, 2
Bumbita Arapesh, 11
Bumthangkha, 2
Bun, 4
Buna, 6
Bunaba, 9
Bunak, 121
Bunama, 19
Bundeli, 4
Bung, 3
Bungain, 5
Bunganditj, 3
Bungku, 7
Bungu, 3
Bunoge Dogon, 2
Bunun, 4
Buol, 5
Bura-Pabir, 6
Burak, 3
Buraka, 3
Burarra, 177
Burate, 3
Burduna, 5
Bure, 3
Buriat, 5
Burji, 16
Burmbar, 24
Burmese, 215
Burmeso, 5
Buru (Indonesia), 24
Buru (Nigeria), 5
Burui, 4
Burumakok, 3
Burun, 6
Burunge, 6
Burushaski, 34
Burusu, 3
Buruwai, 4
Busa, 8
Busam, 2
Busami, 3
Busang Kayan, 3
Bushi, 4
Bushoong, 6
Buso, 2
Busoa, 2
Bussa, 7
Busuu, 3
Butbut Kalinga, 4
Butmas-Tur, 2
Butuanon, 3
Buwal, 11
Buya, 1
Buyu, 2
Buyuan Jinuo, 3
Bwa, 6
Bwaidoka, 10
Bwanabwana, 22
Bwatoo, 10
Bwe Karen, 6
Bwela, 3
Bwile, 2
Bwisi, 3
Byangsi, 4
Byep, 3
Bädi Kanum, 11
C'lela, 12
Caac, 20
Cabiyarí, 3
Cabécar, 19
Cacaloxtepec Mixtec, 7
Cacaopera, 3
Cacgia Roglai, 4
Cacua, 40
Caddo, 38
Cafundo Creole, 3
Cagua, 1
Cahuarano, 3
Cahuilla, 237
Cajamarca Quechua, 55
Cajatambo North Lima Quechua, 4
Cajonos Zapotec, 83
Cajun French, 3
Caka, 2
Cakchiquel-Quiché Mixed Language, 5
Cakfem-Mushere, 6
Calamian Tagbanwa, 27
Calderón Highland Quichua, 48
Callawalla, 4
Caluyanun, 7
Caló, 5
Cameroon Mambila, 29
Cameroon Pidgin, 22
Camling, 12
Campalagian, 4
Campidanese Sardinian, 13
Camsá, 65
Camtho, 2
Camunic, 2
Candoshi-Shapra, 221
Canela, 23
Canichana, 4
Cao Lan, 2
Cao Miao, 5
Capanahua, 56
Capiznon, 4
Cappadocian Greek, 78
Caquinte, 240
Car Nicobarese, 10
Cara, 4
Carabayo, 3
Caramanta, 3
Carapana, 37
Carian, 2
Caribbean Hindustani, 126
Caribbean Javanese, 40
Carijona, 23
Carolina Algonquian, 2
Carolinian, 7
Carpathian Romani, 3
Carrier, 31
Cashibo-Cacataibo, 774
Cashinahua, 301
Casiguran Dumagat Agta, 67
Casuarina Coast Asmat, 15
Catalan, 53
Catalan Sign Language, 3
Catawba, 10
Cauca, 3
Cavineña, 46
Cayubaba, 24
Cayuga, 24
Cayuse, 1
Cañar Highland Quichua, 5
Cebaara Senoufo, 13
Cebuano, 105
Celtiberian, 2
Cemuhî, 298
Cen, 2
Central American Indian languages, 1
Central Asmat, 239
Central Atlas Tamazight, 26
Central Awyu, 10
Central Aymara, 137
Central Bai, 15
Central Berawan, 6
Central Bikol, 19
Central Bontok, 59
Central Cagayan Agta, 44
Central Dusun, 30
Central Grebo, 4
Central Hongshuihe Zhuang, 6
Central Huasteca Nahuatl, 9
Central Huishui Hmong, 3
Central Kanuri, 32
Central Khmer, 107
Central Kurdish, 16
Central Maewo, 16
Central Malay, 30
Central Masela, 2
Central Mashan Hmong, 4
Central Mazahua, 71
Central Melanau, 13
Central Mnong, 32
Central Nahuatl, 9
Central Nicobarese, 17
Central Ojibwa, 5
Central Okinawan, 8
Central Palawano, 6
Central Pame, 35
Central Pashto, 20
Central Pomo, 286
Central Puebla Nahuatl, 5
Central Sama, 22
Central Siberian Yupik, 119
Central Sierra Miwok, 229
Central Subanen, 169
Central Tagbanwa, 4
Central Tarahumara, 105
Central Tunebo, 66
Central Yupik, 265
Central-Eastern Niger Fulfulde, 41
Centúúm, 2
Cerma, 51
Chachapoyas Quechua, 5
Chachi, 49
Chadian Arabic, 135
Chadian Sign Language, 3
Chadong, 2
Chagatai, 3
Chaima, 3
Chak, 3
Chakali, 4
Chakma, 7
Chala, 97
Chaldean Neo-Aramaic, 7
Chalikha, 2
Chamacoco, 15
Chamalal, 86
Chamari, 3
Chambeali, 3
Chambri, 11
Chamicuro, 41
Chamorro, 117
Chang Naga, 6
Changriwa, 5
Changthang, 2
Chantyal, 14
Chané, 1
Chara, 7
Chaudangsi, 6
Chaura, 3
Chavacano, 20
Chayahuita, 226
Chayuco Mixtec, 17
Chazumba Mixtec, 3
Che, 4
Chechen, 31
Cheke Holo, 45
Chemakum, 4
Chenapian, 5
Chenchu, 3
Chenoua, 4
Chepang, 52
Chepya, 2
Cherepon, 4
Cherokee, 29
Chesu, 2
Chetco, 4
Chewong, 19
Cheyenne, 69
Chhattisgarhi, 8
Chhintange, 717
Chhulung, 3
Chiangmai Sign Language, 3
Chiapanec, 3
Chibcha, 20
Chicahuaxtla Triqui, 43
Chichicapan Zapotec, 68
Chichimeca-Jonaz, 11
Chickasaw, 18
Chicomuceltec, 6
Chiga, 6
Chigmecatitlán Mixtec, 3
Chilcotin, 5
Chilean Quechua, 2
Chilean Sign Language, 33
Chilisso, 7
Chiltepec Chinantec, 4
Chimalapa Zoque, 15
Chimariko, 386
Chimborazo Highland Quichua, 67
Chimila, 7
China Buriat, 3
Chinali, 3
Chinbon Chin, 3
Chincha Quechua, 3
Chinese, 687
Chinese Pidgin English, 7
Chinese Sign Language, 7
Chinook, 12
Chinook jargon, 27
Chipaya, 214
Chipewyan, 23
Chipiajes, 2
Chippewa, 16
Chiquihuitlán Mazatec, 47
Chiquitano, 35
Chiquián Ancash Quechua, 6
Chiripá, 4
Chiru, 3
Chitimacha, 12
Chitkuli Kinnauri, 2
Chittagonian, 5
Chitwania Tharu, 11
Choapan Zapotec, 25
Chocangacakha, 3
Chochotec, 8
Choctaw, 51
Chodri, 4
Chokri Naga, 7
Chokwe, 11
Chol, 89
Cholón, 10
Chong, 40
Choni, 3
Chonyi-Dzihana-Kauma, 4
Chopi, 6
Chorasmian, 1
Chortí, 25
Chothe Naga, 2
Chrau, 59
Chru, 20
Chuanqiandian Cluster Miao, 18
Chuave, 25
Chug, 2
Chuj, 42
Chuka, 3
Chukot, 31
Chukwa, 3
Chulym, 88
Chumburung, 48
Churahi, 2
Church Slavic, 7
Chut, 20
Chuukese, 18
Chuvantsy, 1
Chuvash, 166
Chuwabu, 15
Chácobo, 43
Ci Gbe, 5
Cia-Cia, 4
Cibak, 4
Cicipu, 264
Cimbrian, 6
Cinda-Regi-Tiyal, 18
Cineni, 4
Cinta Larga, 7
Cisalpine Gaulish, 2
Cishingini, 63
Citak, 8
Ciwogai, 3
Clallam, 8
Classical Armenian, 4
Classical Mandaic, 5
Classical Mongolian, 1
Classical Nahuatl, 8
Classical Quechua, 2
Classical Syriac, 8
Classical Tibetan, 2
Coahuilteco, 4
Coast Miwok, 95
Coastal Kadazan, 23
Coastal Konjo, 17
Coatecas Altas Zapotec, 42
Coatepec Nahuatl, 3
Coatlán Mixe, 47
Coatlán Zapotec, 8
Coatzospan Mixtec, 23
Cocama-Cocamilla, 34
Cochimi, 3
Cocopa, 45
Cocos Islands Malay, 4
Coeur d'Alene, 10
Cofán, 89
Cogui, 66
Col, 3
Colombian Sign Language, 3
Colonia Tovar German, 3
Colorado, 94
Columbia-Wenatchi, 6
Comaltepec Chinantec, 61
Comanche, 46
Comecrudo, 4
Como Karim, 3
Comox, 230
Con, 3
Congo Swahili, 7
Coos, 27
Copainalá Zoque, 88
Copala Triqui, 112
Coptic, 17
Coquille, 6
Cori, 3
Cornish, 16
Corongo Ancash Quechua, 19
Corsican, 64
Costa Rican Sign Language, 3
Cotabato Manobo, 90
Cotoname, 1
Cowlitz, 4
Coxima, 1
Coyaima, 1
Coyotepec Popoloca, 4
Coyutla Totonac, 15
Cree, 18
Creek, 73
Crimean Tatar, 9
Croatia Sign Language, 3
Croatian, 126
Cross River Mbembe, 17
Crow, 105
Cruzeño, 4
Cua, 25
Cuba Sign Language, 3
Cubeo, 85
Cuiba, 70
Culina, 78
Cumanagoto, 3
Cumbric, 1
Cumeral, 1
Cun, 3
Cuneiform Luwian, 2
Cung, 4
Cupeño, 27
Curonian, 1
Curripaco, 9
Cusco Quechua, 31
Cutchi-Swahili, 3
Cuvok, 7
Cuyamecalco Mixtec, 3
Cuyonon, 8
Cwi Bwamu, 2
Cypriot Arabic, 5
